customer_id,first_name,last_name,email,city,region,signup_date,loyalty_tier,acquisition_channel
C001792,Cameron,Chen,cameron.chen1792@example.com,Denver,West,2022-11-04,,Social
C005648,Drew,Brooks,drew.brooks5648@example.com,Boston,Northeast,2024-04-05,,Social
C010155,Quinn,Patel,quinn.patel10155@example.com,Phoenix,West,2025-07-31,Silver,Referral
C007913,Taylor,Patel,taylor.patel7913@example.com,Boston,Northeast,2023-09-11,,Organic
C001279,Morgan,Hughes,morgan.hughes1279@example.com,Portland,West,2022-07-14,,Referral
C004520,Emerson,Rivera,emerson.rivera4520@example.com,New York,Northeast,2023-10-11,,Referral
C024783,Cameron,Hughes,cameron.hughes24783@example.com,Atlanta,South,2021-07-12,Gold,Retail Store
C002849,Riley,Smith,riley.smith2849@example.com,Providence,Northeast,2023-09-07,,Paid Search
C012210,Morgan,Adams,morgan.adams12210@example.com,Indianapolis,Midwest,2023-02-28,Silver,Referral
C003470,Cameron,Rivera,cameron.rivera3470@example.com,New York,Northeast,2022-04-13,Gold,Social
C005655,Sam,Kim,sam.kim5655@example.com,Dallas,South,2023-07-02,,Organic
C027913,Alex,Turner,alex.turner27913@example.com,Providence,Northeast,2024-01-31,Silver,Referral
C028054,Emerson,Johnson,emerson.johnson28054@example.com,Atlanta,South,2024-07-21,Silver,Retail Store
C028421,Cameron,Hughes,cameron.hughes28421@example.com,Minneapolis,Midwest,2021-10-05,Platinum,Paid Search
C019833,Kai,Davis,kai.davis19833@example.com,Boston,Northeast,2021-12-23,Silver,Referral
C024714,Quinn,Garcia,quinn.garcia24714@example.com,Atlanta,South,2025-10-22,,Retail Store
C014574,Emerson,Smith,emerson.smith14574@example.com,Philadelphia,Northeast,2024-06-15,Gold,Retail Store
C023635,Morgan,Smith,morgan.smith23635@example.com,Nashville,South,2025-11-22,Silver,Referral
C000424,Sam,Chen,sam.chen424@example.com,Atlanta,South,2022-12-12,,Retail Store
C010005,Kai,Kim,kai.kim10005@example.com,Phoenix,West,2025-03-21,,Referral
C014929,Drew,Davis,drew.davis14929@example.com,Pittsburgh,Northeast,2021-11-10,Gold,Referral
C018241,Sam,Brooks,sam.brooks18241@example.com,Los Angeles,West,2023-02-09,Silver,Retail Store
C012341,Jordan,Martinez,jordan.martinez12341@example.com,Charlotte,South,2025-11-09,Silver,Organic
C029407,Quinn,Hughes,quinn.hughes29407@example.com,Austin,South,2023-10-26,Gold,Paid Search
C003247,Avery,Rivera,avery.rivera3247@example.com,Atlanta,South,2022-03-29,,Retail Store
C014148,Kai,Chen,kai.chen14148@example.com,Indianapolis,Midwest,2025-10-22,,Paid Search
C010576,Emerson,Rivera,emerson.rivera10576@example.com,Boston,Northeast,2023-06-12,,Organic
C014972,Emerson,Patel,emerson.patel14972@example.com,Providence,Northeast,2024-06-07,,Organic
C018697,Parker,Garcia,parker.garcia18697@example.com,Phoenix,West,2022-12-23,,Social
C002944,Riley,Kim,riley.kim2944@example.com,Seattle,West,2022-06-25,Gold,Social
C020843,Kai,Kim,kai.kim20843@example.com,New York,Northeast,2021-08-24,,Referral
C027700,Avery,Adams,avery.adams27700@example.com,Nashville,South,2025-08-16,Silver,Paid Search
C007965,Drew,Martinez,drew.martinez7965@example.com,Philadelphia,Northeast,2025-05-17,,Organic
C011288,Riley,Chen,riley.chen11288@example.com,Phoenix,West,2025-07-09,,Paid Search
C007924,Kai,Garcia,kai.garcia7924@example.com,Indianapolis,Midwest,2023-02-22,Silver,Retail Store
C005713,Alex,Turner,alex.turner5713@example.com,Charlotte,South,2021-03-28,Silver,Social
C017977,Taylor,Lee,taylor.lee17977@example.com,Phoenix,West,2022-01-22,,Organic
C008440,Kai,Rivera,kai.rivera8440@example.com,Austin,South,2021-04-29,,Social
C025047,Riley,Garcia,riley.garcia25047@example.com,Dallas,South,2024-03-19,,Referral
C001247,Emerson,Lee,emerson.lee1247@example.com,Pittsburgh,Northeast,2025-05-22,,Retail Store
C009116,Cameron,Kim,cameron.kim9116@example.com,Seattle,West,2025-09-22,Silver,Retail Store
C012750,Morgan,Smith,morgan.smith12750@example.com,Dallas,South,2022-01-19,Silver,Paid Search
C003848,Riley,Adams,riley.adams3848@example.com,Providence,Northeast,2021-07-05,Platinum,Paid Search
C005788,Sam,Kim,sam.kim5788@example.com,Los Angeles,West,2024-05-28,,Social
C000342,Taylor,Patel,taylor.patel342@example.com,Pittsburgh,Northeast,2025-01-24,Gold,Social
C017829,Taylor,Martinez,taylor.martinez17829@example.com,Austin,South,2022-07-11,,Organic
C020465,Alex,Brooks,alex.brooks20465@example.com,Boston,Northeast,2022-06-04,Silver,Organic
C007398,Jordan,Garcia,jordan.garcia7398@example.com,Philadelphia,Northeast,2022-12-13,,Organic
C008320,Kai,Kim,kai.kim8320@example.com,Philadelphia,Northeast,2024-10-10,Platinum,Organic
C009104,Morgan,Martinez,morgan.martinez9104@example.com,Atlanta,South,2024-10-24,Silver,Organic
C011924,Casey,Brooks,casey.brooks11924@example.com,Austin,South,2021-05-28,,Social
C012696,Cameron,Kim,cameron.kim12696@example.com,New York,Northeast,2022-10-12,Silver,Organic
C004236,Taylor,Turner,taylor.turner4236@example.com,Philadelphia,Northeast,2023-10-17,,Referral
C001079,Cameron,Patel,cameron.patel1079@example.com,Seattle,West,2025-06-05,,Organic
C017235,Taylor,Davis,taylor.davis17235@example.com,Nashville,South,2025-07-18,,Retail Store
C023030,Parker,Brooks,parker.brooks23030@example.com,Denver,West,2024-08-21,Platinum,Retail Store
C002394,Kai,Johnson,kai.johnson2394@example.com,Los Angeles,West,2024-11-02,Silver,Paid Search
C012619,Morgan,Martinez,morgan.martinez12619@example.com,Denver,West,2021-12-10,,Paid Search
C026834,Morgan,Smith,morgan.smith26834@example.com,New York,Northeast,2025-10-07,,Organic
C025436,Emerson,Garcia,emerson.garcia25436@example.com,Providence,Northeast,2024-03-09,,Social
C001677,Avery,Garcia,avery.garcia1677@example.com,Indianapolis,Midwest,2023-02-21,,Paid Search
C005501,Drew,Chen,drew.chen5501@example.com,Boston,Northeast,2021-01-30,,Retail Store
C020890,Alex,Adams,alex.adams20890@example.com,Seattle,West,2024-05-05,,Paid Search
C007894,Cameron,Lee,cameron.lee7894@example.com,New York,Northeast,2022-01-22,,Retail Store
C008414,Emerson,Martinez,emerson.martinez8414@example.com,Phoenix,West,2021-03-04,,Social
C003581,Jordan,Garcia,jordan.garcia3581@example.com,Denver,West,2023-06-30,,Referral
C010582,Cameron,Kim,cameron.kim10582@example.com,Austin,South,2025-01-02,Silver,Organic
C010709,Avery,Garcia,avery.garcia10709@example.com,Pittsburgh,Northeast,2025-08-01,Gold,Paid Search
C009839,Casey,Hughes,casey.hughes9839@example.com,Dallas,South,2025-10-21,,Social
C026663,Morgan,Johnson,morgan.johnson26663@example.com,Columbus,Midwest,2023-02-23,Gold,Organic
C002648,Morgan,Rivera,morgan.rivera2648@example.com,Boston,Northeast,2024-08-11,Platinum,Social
C023897,Quinn,Brooks,quinn.brooks23897@example.com,New York,Northeast,2023-08-26,Silver,Paid Search
C020570,Kai,Johnson,kai.johnson20570@example.com,Dallas,South,2025-01-11,,Social
C015050,Parker,Hughes,parker.hughes15050@example.com,Indianapolis,Midwest,2023-12-12, gold ,Paid Search
C015336,Drew,Chen,drew.chen15336@example.com,Chicago,Midwest,2024-08-08,,Social
C027264,Jordan,Chen,jordan.chen27264@example.com,Philadelphia,Northeast,2023-10-01,,Organic
C020659,Riley,Brooks,riley.brooks20659@example.com,Seattle,West,2025-05-23,Silver,Paid Search
C003965,Morgan,Kim,morgan.kim3965@example.com,Dallas,South,2024-08-16,,Organic
C001805,Quinn,Johnson,quinn.johnson1805@example.com,Austin,South,2022-08-31,,Social
C014700,Riley,Kim,riley.kim14700@example.com,Detroit,Midwest,2021-03-03,,Social
C022013,Riley,Martinez,riley.martinez22013@example.com,Charlotte,South,2025-07-28,,Organic
C024002,Kai,Davis,kai.davis24002@example.com,Los Angeles,West,2023-11-01,,Organic
C021528,Parker,Kim,parker.kim21528@example.com,Denver,West,2024-08-21,Silver,Paid Search
C021367,Casey,Hughes,casey.hughes21367@example.com,Charlotte,South,2021-02-26,Silver,Retail Store
C023069,Kai,Patel,kai.patel23069@example.com,Austin,South,2021-07-07,,Paid Search
C019139,Jordan,Johnson,jordan.johnson19139@example.com,Boston,Northeast,2025-09-15,Gold,Organic
C003799,Avery,Patel,avery.patel3799@example.com,Atlanta,South,2025-08-25,Silver,Organic
C014971,Drew,Adams,drew.adams14971@example.com,Chicago,Midwest,2022-04-26,,Social
C006815,Morgan,Hughes,morgan.hughes6815@example.com,New York,Northeast,2025-07-03,,Organic
C012377,Avery,Smith,avery.smith12377@example.com,Indianapolis,Midwest,2023-03-20,Silver,Paid Search
C003106,Quinn,Turner,quinn.turner3106@example.com,Dallas,South,2024-07-29,Silver,Organic
C008086,Avery,Brooks,avery.brooks8086@example.com,Detroit,Midwest,2024-07-22,Gold,Organic
C026827,Sam,Brooks,sam.brooks26827@example.com,Nashville,South,2024-11-04,,Organic
C014760,Emerson,Garcia,emerson.garcia14760@example.com,Dallas,South,2025-03-28,,Organic
C023731,Alex,Smith,alex.smith23731@example.com,Minneapolis,Midwest,2023-12-29,Silver,Paid Search
C028097,Emerson,Smith,emerson.smith28097@example.com,Atlanta,South,2025-06-14,Silver,Organic
C027924,Sam,Martinez,sam.martinez27924@example.com,Denver,West,2024-05-06,,Organic
C010573,Cameron,Kim,cameron.kim10573@example.com,Atlanta,South,2025-02-06,Silver,Retail Store
C024157,Emerson,Davis,emerson.davis24157@example.com,Denver,West,2022-06-22,Silver,Organic
C029612,Quinn,Johnson,quinn.johnson29612@example.com,New York,Northeast,2024-06-18,,Referral
C019561,Jordan,Hughes,jordan.hughes19561@example.com,Phoenix,West,2023-10-15,Silver,Paid Search
C015002,Alex,Kim,alex.kim15002@example.com,Detroit,Midwest,2022-11-16,Silver,Organic
C001340,Emerson,Hughes,emerson.hughes1340@example.com,Minneapolis,Midwest,2022-04-29,,Organic
C015063,Parker,Kim,parker.kim15063@example.com,Dallas,South,2023-12-19,,Referral
C007901,Jordan,Kim,jordan.kim7901@example.com,Charlotte,South,2021-06-20,Silver,Organic
C017960,Kai,Garcia,kai.garcia17960@example.com,Dallas,South,2021-08-26,,Referral
C009092,Morgan,Turner,morgan.turner9092@example.com,Columbus,Midwest,2022-02-20,Silver,Retail Store
C004144,Sam,Kim,sam.kim4144@example.com,Charlotte,South,2021-06-16,,Organic
C021437,Alex,Lee,alex.lee21437@example.com,Philadelphia,Northeast,2022-01-13,,Organic
C025688,Drew,Martinez,drew.martinez25688@example.com,Chicago,Midwest,2025-10-06,,Retail Store
C012849,Jordan,Adams,jordan.adams12849@example.com,Phoenix,West,2024-10-30,,Paid Search
C014001,Quinn,Kim,quinn.kim14001@example.com,Austin,South,2025-02-15,Silver,Paid Search
C017673,Drew,Patel,drew.patel17673@example.com,Nashville,South,2024-04-05,,Organic
C026729,Drew,Johnson,drew.johnson26729@example.com,Seattle,West,2024-11-05,Gold,Referral
C008858,Jordan,Garcia,jordan.garcia8858@example.com,Seattle,West,2022-10-17,,Referral
C009723,Taylor,Rivera,taylor.rivera9723@example.com,Seattle,West,2023-07-16,,Referral
C027792,Kai,Chen,kai.chen27792@example.com,Pittsburgh,Northeast,2025-05-07,,Social
C001973,Taylor,Lee,taylor.lee1973@example.com,Philadelphia,Northeast,2024-04-01,,Retail Store
C007250,Emerson,Lee,emerson.lee7250@example.com,Nashville,South,2022-07-28,,Referral
C018929,Emerson,Chen,emerson.chen18929@example.com,Charlotte,South,2022-10-17,Gold,Paid Search
C010310,Kai,Chen,kai.chen10310@example.com,Pittsburgh,Northeast,2024-12-07,,Paid Search
C005199,Sam,Brooks,sam.brooks5199@example.com,Portland,West,2025-05-22,,Paid Search
C022965,Drew,Hughes,drew.hughes22965@example.com,Denver,West,2022-02-21,,Referral
C019588,Quinn,Rivera,quinn.rivera19588@example.com,Pittsburgh,Northeast,2024-05-07,Platinum,Social
C006690,Parker,Brooks,parker.brooks6690@example.com,Nashville,South,2024-01-17,Silver,Organic
C009133,Sam,Hughes,sam.hughes9133@example.com,Nashville,South,2021-10-17,Gold,Paid Search
C013539,Jordan,Martinez,jordan.martinez13539@example.com,Detroit,Midwest,2023-04-24,,Retail Store
C010719,Sam,Adams,sam.adams10719@example.com,Denver,West,2025-01-18,,Organic
C018973,Avery,Patel,avery.patel18973@example.com,Columbus,Midwest,2024-10-28,,Retail Store
C023424,Kai,Chen,kai.chen23424@example.com,Denver,West,2022-02-11,,Social
C004081,Drew,Smith,drew.smith4081@example.com,Los Angeles,West,2022-03-25,Gold,Paid Search
C026446,Emerson,Garcia,emerson.garcia26446@example.com,Indianapolis,Midwest,2024-05-22,Silver,Retail Store
C014332,Emerson,Martinez,emerson.martinez14332@example.com,Minneapolis,Midwest,2022-10-19,,Paid Search
C025917,Riley,Garcia,riley.garcia25917@example.com,Chicago,Midwest,2024-10-11,,Social
C010960,Riley,Turner,riley.turner10960@example.com,Pittsburgh,Northeast,2023-11-01,Silver,Organic
C008926,Sam,Patel,sam.patel8926@example.com,Atlanta,South,2023-08-11,Silver,Referral
C001922,Kai,Kim,kai.kim1922@example.com,New York,Northeast,2023-05-11,Silver,Paid Search
C003209,Sam,Davis,sam.davis3209@example.com,Phoenix,West,2025-08-03,,Organic
C025890,Cameron,Martinez,cameron.martinez25890@example.com,Phoenix,West,2022-06-30,Silver,Social
C029431,Cameron,Lee,cameron.lee29431@example.com,Phoenix,West,2024-01-03,Gold,Organic
C008592,Taylor,Turner,taylor.turner8592@example.com,New York,Northeast,2025-06-14,,Organic
C013119,Casey,Davis,casey.davis13119@example.com,Boston,Northeast,2022-10-23,,Organic
C003746,Drew,Rivera,drew.rivera3746@example.com,Atlanta,South,2024-12-22,,Paid Search
C017355,Alex,Garcia,alex.garcia17355@example.com,Portland,west,2024-12-20,Gold,Retail Store
C013619,Emerson,Brooks,emerson.brooks13619@example.com,Nashville,South,2021-01-30,Silver,Organic
C013763,Drew,Turner,drew.turner13763@example.com,Charlotte,South,2021-03-22,,Organic
C014658,Quinn,Kim,quinn.kim14658@example.com,Portland,West,2022-05-11,Platinum,Referral
C000500,Cameron,Smith,cameron.smith500@example.com,Pittsburgh,Northeast,2024-06-10,,Organic
C005200,Riley,Hughes,riley.hughes5200@example.com,Chicago,Midwest,2024-12-12,Gold,Retail Store
C008286,Drew,Turner,drew.turner8286@example.com,Columbus,Midwest,2025-09-13,,Organic
C028413,Alex,Johnson,alex.johnson28413@example.com,Portland,West,2022-10-24,,Social
C010526,Kai,Lee,kai.lee10526@example.com,Minneapolis,Midwest,2021-02-01,Silver,Referral
C023797,Quinn,Patel,quinn.patel23797@example.com,Columbus,Midwest,2025-05-15,Silver,Paid Search
C019818,Alex,Adams,alex.adams19818@example.com,Nashville,South,2024-06-19,,Referral
C013641,Alex,Hughes,alex.hughes13641@example.com,Chicago,Midwest,2021-10-02,Silver,Paid Search
C000007,Cameron,Davis,cameron.davis7@example.com,Minneapolis,Midwest,2022-12-24,Silver,Social
C022370,Drew,Davis,drew.davis22370@example.com,Boston,Northeast,2022-11-25,Gold,Organic
C000097,Morgan,Rivera,morgan.rivera97@example.com,Austin,South,2025-04-21,,Organic
C022368,Drew,Kim,drew.kim22368@example.com,Phoenix,West,2021-06-27,Gold,Retail Store
C011496,Drew,Hughes,drew.hughes11496@example.com,Atlanta,South,2022-12-13,Gold,Referral
C014637,Parker,Johnson,parker.johnson14637@example.com,Minneapolis,Midwest,2023-11-03,,Referral
C021791,Alex,Smith,alex.smith21791@example.com,New York,Northeast,2021-01-12,,Retail Store
C003586,Alex,Johnson,alex.johnson3586@example.com,Seattle,West,2021-06-05,Silver,Paid Search
C002112,Avery,Johnson,avery.johnson2112@example.com,Portland,West,2023-04-19,,Retail Store
C016000,Quinn,Davis,quinn.davis16000@example.com,Portland,West,2025-06-17,Silver,Social
C026795,Alex,Garcia,alex.garcia26795@example.com,Providence,Northeast,2025-06-20,,Social
C003695,Riley,Hughes,riley.hughes3695@example.com,Boston,Northeast,2025-10-24,Silver,Social
C028117,Emerson,Lee,emerson.lee28117@example.com,Phoenix,West,2022-12-04,,Paid Search
C021814,Jordan,Smith,jordan.smith21814@example.com,Boston,Northeast,2023-08-18,,Retail Store
C018621,Parker,Johnson,parker.johnson18621@example.com,Columbus,Midwest,2021-07-12,Gold,Retail Store
C022200,Alex,Patel,alex.patel22200@example.com,Columbus,Midwest,2022-11-08,Silver,Retail Store
C023261,Parker,Garcia,parker.garcia23261@example.com,Charlotte,South,2025-08-09,Gold,Organic
C011457,Avery,Davis,avery.davis11457@example.com,Philadelphia,Northeast,2023-01-10,,Retail Store
C009531,Drew,Johnson,drew.johnson9531@example.com,Nashville,South,2024-02-04,Silver,Referral
C020222,Morgan,Patel,morgan.patel20222@example.com,Denver,West,2025-09-06,,Paid Search
C014650,Parker,Hughes,parker.hughes14650@example.com,Nashville,South,2023-05-29,Platinum,Referral
C027749,Emerson,Johnson,emerson.johnson27749@example.com,Denver,West,2024-05-27,Silver,Organic
C027654,Morgan,Turner,morgan.turner27654@example.com,Minneapolis,Midwest,2022-11-10,Silver,Organic
C017067,Casey,Brooks,casey.brooks17067@example.com,Atlanta,South,2024-05-12,Silver,Social
C008363,Cameron,Smith,cameron.smith8363@example.com,Nashville,South,2022-07-20,Silver,Referral
C010024,Taylor,Turner,taylor.turner10024@example.com,Pittsburgh,Northeast,2022-10-22,Silver,Paid Search
C003379,Jordan,Smith,jordan.smith3379@example.com,Chicago,Midwest,2025-11-07,Gold,Referral
C026349,Avery,Brooks,avery.brooks26349@example.com,Pittsburgh,Northeast,2022-10-07,Gold,Paid Search
C021033,Quinn,Garcia,quinn.garcia21033@example.com,Dallas,South,2022-01-21,Gold,Organic
C008275,Morgan,Martinez,morgan.martinez8275@example.com,Dallas,South,2023-06-08,,Referral
C011538,Morgan,Adams,morgan.adams11538@example.com,Austin,South,2022-08-01,Gold,Social
C013317,Drew,Kim,drew.kim13317@example.com,Phoenix,West,2024-06-09,,Paid Search
C020388,Parker,Chen,parker.chen20388@example.com,Indianapolis,Midwest,2023-05-30,,Paid Search
C022047,Kai,Smith,kai.smith22047@example.com,Providence,Northeast,2025-07-30,,Paid Search
C012782,Casey,Chen,casey.chen12782@example.com,Providence,Northeast,2021-03-02,,Organic
C018904,Quinn,Adams,quinn.adams18904@example.com,Minneapolis,Midwest,2021-01-02,,Paid Search
C016712,Quinn,Johnson,quinn.johnson16712@example.com,Columbus,Midwest,2025-08-24,,Organic
C023590,Parker,Davis,parker.davis23590@example.com,Detroit,Midwest,2023-06-18,,Retail Store
C014726,Drew,Lee,drew.lee14726@example.com,Seattle,West,2021-11-26,,Referral
C020959,Taylor,Johnson,taylor.johnson20959@example.com,Atlanta,South,2022-02-09,,Paid Search
C001669,Sam,Davis,sam.davis1669@example.com,Denver,West,2024-01-19,Silver,Retail Store
C024759,Casey,Lee,casey.lee24759@example.com,Boston,Northeast,2021-10-07,,Paid Search
C004337,Emerson,Adams,emerson.adams4337@example.com,Columbus,Midwest,2023-01-26,,Organic
C015544,Cameron,Rivera,cameron.rivera15544@example.com,Austin,South,2025-03-19,Silver,Retail Store
C024410,Parker,Turner,parker.turner24410@example.com,Denver,West,2022-07-21,,Referral
C010991,Jordan,Davis,jordan.davis10991@example.com,Columbus,Midwest,2023-07-03,,Organic
C012164,Morgan,Johnson,morgan.johnson12164@example.com,Pittsburgh,Northeast,2023-09-13,,Organic
C004411,Jordan,Turner,jordan.turner4411@example.com,Boston,Northeast,2022-10-10,,Referral
C002859,Quinn,Kim,quinn.kim2859@example.com,Atlanta,South,2021-04-27,,Social
C010578,Cameron,Martinez,cameron.martinez10578@example.com,Dallas,South,2025-11-07,Gold,Social
C025786,Jordan,Martinez,jordan.martinez25786@example.com,New York,Northeast,2024-11-07,,Organic
C000463,Drew,Brooks,drew.brooks463@example.com,Portland,West,2025-04-11,Gold,Social
C006225,Alex,Chen,alex.chen6225@example.com,Columbus,Midwest,2024-11-25,,Organic
C009575,Parker,Hughes,parker.hughes9575@example.com,Seattle,West,2021-12-17,,Organic
C014984,Avery,Rivera,avery.rivera14984@example.com,Los Angeles,West,2022-12-10,Gold,Paid Search
C018398,Avery,Patel,avery.patel18398@example.com,Boston,Northeast,2024-10-31,Silver,Organic
C005763,Casey,Davis,casey.davis5763@example.com,Dallas,South,2025-10-06,,Organic
C018606,Taylor,Turner,taylor.turner18606@example.com,Denver,West,2023-05-09,,Referral
C010773,Casey,Johnson,casey.johnson10773@example.com,Seattle,West,2024-08-04,,Social
C008526,Quinn,Johnson,quinn.johnson8526@example.com,Providence,Northeast,2021-03-21,Silver,Social
C021372,Taylor,Lee,taylor.lee21372@example.com,Charlotte,South,2024-09-17,Gold,Referral
C024541,Casey,Chen,casey.chen24541@example.com,Austin,South,2024-07-25,,Social
C025628,Kai,Rivera,kai.rivera25628@example.com,Denver,West,2024-05-01,,Social
C029903,Riley,Davis,riley.davis29903@example.com,Philadelphia,Northeast,2024-10-05,Silver,Social
C008687,Taylor,Turner,taylor.turner8687@example.com,Minneapolis,Midwest,2022-10-15,,Retail Store
C004283,Morgan,Brooks,morgan.brooks4283@example.com,Detroit,Midwest,2021-05-28,Silver,Social
C022836,Cameron,Davis,cameron.davis22836@example.com,Providence,Northeast,2024-07-01,Silver,Social
C016478,Drew,Turner,drew.turner16478@example.com,Chicago,Midwest,2022-09-16,,Organic
C017589,Cameron,Brooks,cameron.brooks17589@example.com,Atlanta,South,2025-09-25,SILVER,Social
C007733,Morgan,Garcia,morgan.garcia7733@example.com,Denver,West,2021-11-17,,Retail Store
C017598,Kai,Adams,kai.adams17598@example.com,New York,Northeast,2025-07-11,Gold,Retail Store
C026014,Drew,Martinez,drew.martinez26014@example.com,Atlanta,South,2022-10-20,,Social
C020496,Jordan,Lee,jordan.lee20496@example.com,Dallas,South,2025-02-26,,Paid Search
C007404,Alex,Patel,alex.patel7404@example.com,Denver,West,2022-07-25,,Organic
C011888,Drew,Patel,drew.patel11888@example.com,Providence,Northeast,2021-09-09,,Referral
C020101,Emerson,Davis,emerson.davis20101@example.com,Los Angeles,West,2025-03-31,Gold,Organic
C017547,Parker,Martinez,parker.martinez17547@example.com,Phoenix,West,2021-11-05,,Paid Search
C002347,Parker,Martinez,parker.martinez2347@example.com,Philadelphia,Northeast,2022-07-14,Platinum,Organic
C022578,Emerson,Lee,emerson.lee22578@example.com,Austin,South,2021-01-18,Silver,Retail Store
C027870,Morgan,Johnson,morgan.johnson27870@example.com,Providence,Northeast,2025-09-12,Silver,Social
C021041,Sam,Rivera,sam.rivera21041@example.com,Chicago,Midwest,2023-12-11,,Retail Store
C012644,Kai,Turner,kai.turner12644@example.com,New York,Northeast,2022-11-24,,Paid Search
C021286,Emerson,Adams,emerson.adams21286@example.com,Portland,West,2022-11-22,Silver,Paid Search
C016690,Casey,Adams,casey.adams16690@example.com,Pittsburgh,Northeast,2025-11-29,Gold,Referral
C027350,Jordan,Kim,jordan.kim27350@example.com,Portland,West,2025-09-05,,Referral
C014559,Drew,Garcia,drew.garcia14559@example.com,Chicago,Midwest,2024-06-05,Silver,Social
C005437,Cameron,Brooks,cameron.brooks5437@example.com,Philadelphia,Northeast,2022-08-28,Silver,Referral
C025615,Quinn,Rivera,quinn.rivera25615@example.com,Dallas,South,2023-04-16,Silver,Social
C016089,Cameron,Smith,cameron.smith16089@example.com,Austin,South,2023-09-25,Silver,Organic
C028781,Kai,Brooks,kai.brooks28781@example.com,Indianapolis,Midwest,2025-06-06,Silver,Social
C010534,Jordan,Lee,jordan.lee10534@example.com,Denver,West,2025-10-25,,Paid Search
C015545,Parker,Davis,parker.davis15545@example.com,Atlanta,South,2022-03-12,Gold,Social
C008778,Morgan,Turner,morgan.turner8778@example.com,Austin,South,2023-02-04,Silver,Retail Store
C018098,Morgan,Smith,morgan.smith18098@example.com,Denver,West,2023-08-21,Silver,Retail Store
C006426,Casey,Lee,casey.lee6426@example.com,New York,Northeast,2022-06-11,Silver,Social
C020236,Avery,Patel,avery.patel20236@example.com,Indianapolis,Midwest,2023-01-02,,Paid Search
C016783,Quinn,Davis,quinn.davis16783@example.com,Charlotte,South,2021-10-26,Platinum,Paid Search
C025355,Drew,Lee,drew.lee25355@example.com,Minneapolis,Midwest,2021-09-15,Gold,Paid Search
C002975,Kai,Patel,kai.patel2975@example.com,Dallas,South,2025-11-06,Gold,Organic
C000879,Morgan,Turner,morgan.turner879@example.com,Providence,Northeast,2024-07-25,,Organic
C004757,Parker,Martinez,parker.martinez4757@example.com,Pittsburgh,Northeast,2022-04-11,,Organic
C013978,Casey,Turner,casey.turner13978@example.com,Portland,West,2025-09-23,Silver,Organic
C005557,Drew,Chen,drew.chen5557@example.com,Dallas,South,2025-04-18,Silver,Social
C001289,Parker,Davis,parker.davis1289@example.com,New York,Northeast,2025-03-23,,Paid Search
C023709,Alex,Adams,alex.adams23709@example.com,Dallas,South,2022-03-04,,Social
C005872,Riley,Kim,riley.kim5872@example.com,Boston,Northeast,2024-01-08,,Organic
C028746,Jordan,Chen,jordan.chen28746@example.com,Nashville,South,2024-01-05,,Paid Search
C006715,Avery,Davis,avery.davis6715@example.com,Indianapolis,Midwest,2021-12-20,,Organic
C013212,Parker,Kim,parker.kim13212@example.com,Charlotte,South,2025-11-05,Silver,Retail Store
C009316,Cameron,Martinez,cameron.martinez9316@example.com,Boston,Northeast,2023-08-02,,Paid Search
C023965,Taylor,Rivera,taylor.rivera23965@example.com,Philadelphia,Northeast,2022-01-06,,Retail Store
C015416,Taylor,Johnson,taylor.johnson15416@example.com,Dallas,South,2022-08-01,Silver,Social
C000346,Riley,Brooks,riley.brooks346@example.com,Indianapolis,Midwest,2023-03-09,Silver,Retail Store
C010613,Jordan,Adams,jordan.adams10613@example.com,Seattle,West,2025-11-16,,Organic
C029486,Alex,Kim,alex.kim29486@example.com,Atlanta,South,2021-03-23,,Referral
C023504,Cameron,Johnson,cameron.johnson23504@example.com,Portland,West,2023-02-23,,Paid Search
C013708,Sam,Patel,sam.patel13708@example.com,Providence,Northeast,2024-03-27,Silver,Social
C016172,Cameron,Rivera,cameron.rivera16172@example.com,New York,Northeast,2024-12-10,Gold,Retail Store
C026860,Drew,Turner,drew.turner26860@example.com,Dallas,South,2025-08-27,,Retail Store
C009949,Casey,Johnson,casey.johnson9949@example.com,Seattle,West,2025-06-28,,Retail Store
C011975,Jordan,Rivera,jordan.rivera11975@example.com,Austin,South,2025-03-21,,Organic
C010290,Parker,Lee,parker.lee10290@example.com,Phoenix,West,2025-01-19,Gold,Organic
C015412,Taylor,Hughes,taylor.hughes15412@example.com,Detroit,Midwest,2021-08-22,,Organic
C002321,Alex,Kim,alex.kim2321@example.com,Austin,South,2022-05-09,,Referral
C016996,Casey,Johnson,casey.johnson16996@example.com,Philadelphia,Northeast,2023-03-02,,Social
C012770,Quinn,Johnson,quinn.johnson12770@example.com,Dallas,South,2024-02-23,,Organic
C004458,Riley,Garcia,riley.garcia4458@example.com,Los Angeles,West,2022-08-21,Silver,Retail Store
C021828,Quinn,Rivera,quinn.rivera21828@example.com,Phoenix,West,2025-10-20,,Retail Store
C027348,Morgan,Kim,morgan.kim27348@example.com,Dallas,South,2021-11-05,,Retail Store
C025113,Taylor,Turner,taylor.turner25113@example.com,Columbus,Midwest,2021-07-22,Silver,Paid Search
C027684,Jordan,Martinez,jordan.martinez27684@example.com,,West,2022-03-04,Silver,Retail Store
C010399,Cameron,Rivera,cameron.rivera10399@example.com,Nashville,South,2024-04-25,,Paid Search
C029430,Riley,Patel,riley.patel29430@example.com,Columbus,Midwest,2024-07-31,,Paid Search
